EntryNumber,SequenceNumber,InUse,ParentEntryNumber,ParentSequenceNumber,ParentPath,FileName,Extension,FileSize,ReferenceCount,ReparseTarget,IsDirectory,HasAds,IsAds,SI<FN,uSecZeros,Copied,SiFlags,NameType,Created0x10,Created0x30,LastModified0x10,LastModified0x30,LastRecordChange0x10,LastRecordChange0x30,LastAccess0x10,LastAccess0x30,UpdateSequenceNumber,LogfileSequenceNumber,SecurityId,ObjectIdFileDroid,LoggedUtilStream,ZoneIdContents,SourceFile,ResidentDataBase64,ResidentDataHex,ResidentDataASCII
1286,1286,True,459,459,.\WINDOWS\system32,dsquery.dll,.dll,227840,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4061440,2001-08-23 18:00:00.0000000,2004-08-19 22:42:52.2477616,2004-08-19 00:00:00.0000000,0,21548966,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1287,1287,True,459,459,.\WINDOWS\system32,dssec.dat,.dat,218003,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4161584,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9561608,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1288,1288,True,459,459,.\WINDOWS\system32,dssec.dll,.dll,47104,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4161584,2001-08-23 18:00:00.0000000,2004-08-19 22:42:52.2978336,2004-08-19 00:00:00.0000000,0,21548995,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1289,1289,True,459,459,.\WINDOWS\system32,dsuiext.dll,.dll,106496,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4161584,2001-08-23 18:00:00.0000000,2004-08-19 22:42:52.3378912,2004-08-19 00:00:00.0000000,0,21549024,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1290,1290,True,459,459,.\WINDOWS\system32,dswave.dll,.dll,16896,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4261728,2001-08-23 18:00:00.0000000,2004-08-19 22:42:52.3479056,2004-08-19 00:00:00.0000000,0,21549064,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1291,1291,True,459,459,.\WINDOWS\system32,dumprep.exe,.exe,30208,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4261728,2001-08-23 18:00:00.0000000,2004-08-25 15:25:47.9677824,2004-08-19 00:00:00.0000000,0,36692617,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1292,1292,True,459,459,.\WINDOWS\system32,dvdplay.exe,.exe,55296,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-17 22:36:42.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4261728,2001-08-23 18:00:00.0000000,2004-08-19 22:42:52.5682224,2004-08-19 00:00:00.0000000,0,21415003,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1293,1293,True,459,459,.\WINDOWS\system32,dvdupgrd.exe,.exe,15872,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4261728,2001-08-23 18:00:00.0000000,2004-08-19 22:42:52.5782368,2004-08-19 00:00:00.0000000,0,21549122,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1294,1294,True,459,459,.\WINDOWS\system32,dx7vb.dll,.dll,595456,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4361872,2001-08-23 18:00:00.0000000,2004-08-19 22:42:53.2692304,2004-08-19 00:00:00.0000000,0,21549497,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1295,1295,True,459,459,.\WINDOWS\system32,dx8vb.dll,.dll,1185792,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4361872,2001-08-23 18:00:00.0000000,2004-08-19 22:42:53.5496336,2004-08-19 00:00:00.0000000,0,21558182,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1296,1296,True,459,459,.\WINDOWS\system32,dxdiag.exe,.exe,778240,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4361872,2001-08-23 18:00:00.0000000,2004-08-19 22:42:55.3522256,2004-08-19 00:00:00.0000000,0,21634525,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1297,1297,True,459,459,.\WINDOWS\system32,dxmrtp.dll,.dll,802816,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4462016,2001-08-23 18:00:00.0000000,2004-08-19 22:42:55.6025856,2004-08-19 00:00:00.0000000,0,21642115,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1298,1298,True,459,459,.\WINDOWS\system32,dxtmsft.dll,.dll,337920,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4462016,2001-08-23 18:00:00.0000000,2004-08-27 15:32:57.0766272,2004-08-19 00:00:00.0000000,0,39297357,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1299,1299,True,459,459,.\WINDOWS\system32,dxtrans.dll,.dll,194560,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4462016,2001-08-23 18:00:00.0000000,2004-08-27 15:32:57.0766272,2004-08-19 00:00:00.0000000,0,39297386,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1300,1300,True,459,459,.\WINDOWS\system32,dwwin.exe,.exe,162128,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4361872,2001-08-23 18:00:00.0000000,2004-08-25 15:25:50.8419152,2004-08-19 00:00:00.0000000,0,36695419,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1301,1301,True,459,459,.\WINDOWS\system32,edlin.exe,.exe,12642,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4562160,2001-08-23 18:00:00.0000000,2004-08-19 22:42:57.5353648,2004-08-19 00:00:00.0000000,0,21477792,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1302,1302,True,459,459,.\WINDOWS\system32,efsadu.dll,.dll,24576,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4562160,2001-08-23 18:00:00.0000000,2004-08-19 22:42:57.5654080,2004-08-19 00:00:00.0000000,0,21643087,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1303,1303,True,459,459,.\WINDOWS\system32,els.dll,.dll,173568,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 23:05:15.3816992,2001-08-23 18:00:00.0000000,2004-08-19 22:42:57.7256384,2004-08-19 00:00:00.0000000,0,27043266,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1304,1304,True,459,459,.\WINDOWS\system32,ersvc.dll,.dll,17408,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4662304,2001-08-23 18:00:00.0000000,2004-08-27 15:08:18.9079072,2004-08-19 00:00:00.0000000,0,38005328,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1305,1305,True,459,459,.\WINDOWS\system32,esent97.dll,.dll,1114896,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4662304,2001-08-23 18:00:00.0000000,2004-08-19 22:42:59.1777264,2004-08-19 00:00:00.0000000,0,21685613,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1306,1306,True,459,459,.\WINDOWS\system32,esentprf.dll,.dll,17408,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4762448,2001-08-23 18:00:00.0000000,2004-08-19 22:42:59.2778704,2004-08-19 00:00:00.0000000,0,21686082,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1307,1307,True,459,459,.\WINDOWS\system32,esentprf.hxx,.hxx,6708,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4762448,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9565220,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1308,1308,True,459,459,.\WINDOWS\system32,esentprf.ini,.ini,1015477,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4762448,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9565335,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1309,1309,True,459,459,.\WINDOWS\system32,esentutl.exe,.exe,39424,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4762448,2001-08-23 18:00:00.0000000,2004-08-19 22:42:59.3279424,2004-08-19 00:00:00.0000000,0,21686111,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1310,1310,True,459,459,.\WINDOWS\system32,eudcedit.exe,.exe,178688,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4762448,2001-08-23 18:00:00.0000000,2004-08-19 22:43:00.8801744,2004-08-19 00:00:00.0000000,0,21692805,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1311,1311,True,459,459,.\WINDOWS\system32,eula.txt,.txt,29338,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4862592,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9565750,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1312,1312,True,459,459,.\WINDOWS\system32,framebuf.dll,.dll,8832,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5463456,2001-08-23 18:00:00.0000000,2004-08-19 22:43:12.3466624,2004-08-19 00:00:00.0000000,0,21654001,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1313,1313,True,459,459,.\WINDOWS\system32,eventcreate.exe,.exe,47616,1,,False,False,False,False,True,False,Archive,Windows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4862592,2001-08-23 18:00:00.0000000,2004-08-19 22:43:01.2707360,2004-08-19 00:00:00.0000000,0,21531844,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1314,1314,True,459,459,.\WINDOWS\system32,eventcls.dll,.dll,33280,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4862592,2001-08-23 18:00:00.0000000,2004-08-19 22:43:01.1405488,2004-08-19 00:00:00.0000000,0,21759437,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1315,1315,True,459,459,.\WINDOWS\system32,eventvwr.exe,.exe,8704,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4962736,2001-08-23 18:00:00.0000000,2004-08-19 22:43:01.4610096,2004-08-19 00:00:00.0000000,0,21761043,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1316,1316,True,459,459,.\WINDOWS\system32,eventvwr.msc,.msc,56678,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4962736,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9566730,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1317,1317,True,459,459,.\WINDOWS\system32,fsmgmt.msc,.msc,32760,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5563600,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9570121,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1318,1318,True,459,459,.\WINDOWS\system32,eventquery.vbs,.vbs,97965,1,,False,False,False,False,True,False,Archive,Windows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4962736,2001-08-23 18:00:00.0000000,2004-08-19 22:43:01.3909088,2004-08-19 00:00:00.0000000,0,21760974,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1319,1319,True,459,459,.\WINDOWS\system32,fsusd.dll,.dll,81408,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5563600,2001-08-23 18:00:00.0000000,2004-08-19 22:43:12.6671232,2004-08-19 00:00:00.0000000,0,21831940,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1320,1320,True,459,459,.\WINDOWS\system32,eventtriggers.exe,.exe,77824,1,,False,False,False,False,True,False,Archive,Windows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4962736,2001-08-23 18:00:00.0000000,2004-08-19 22:43:01.4309664,2004-08-19 00:00:00.0000000,0,21761003,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1321,1321,True,459,459,.\WINDOWS\system32,exe2bin.exe,.exe,8424,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4962736,2001-08-23 18:00:00.0000000,2004-08-19 22:43:02.6126656,2004-08-19 00:00:00.0000000,0,21547391,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1322,1322,True,459,459,.\WINDOWS\system32,expand.exe,.exe,15872,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.4962736,2001-08-23 18:00:00.0000000,2004-08-19 22:43:02.6226800,2004-08-19 00:00:00.0000000,0,21548152,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1323,1323,True,459,459,.\WINDOWS\system32,expsrv.dll,.dll,379152,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5062880,2001-08-23 18:00:00.0000000,2004-08-19 22:41:32.4730512,2004-08-19 00:00:00.0000000,0,19719248,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1324,1324,True,459,459,.\WINDOWS\system32,extrac32.exe,.exe,40960,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5062880,2001-08-23 18:00:00.0000000,2004-08-19 22:43:04.1248400,2004-08-19 00:00:00.0000000,0,21771598,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1325,1325,True,459,459,.\WINDOWS\system32,exts.dll,.dll,121856,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5062880,2001-08-23 18:00:00.0000000,2004-08-20 15:25:45.3942480,2004-08-19 00:00:00.0000000,0,36692089,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1326,1326,True,459,459,.\WINDOWS\system32,fastopen.exe,.exe,882,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5163024,2001-08-23 18:00:00.0000000,2004-08-19 22:43:05.1362944,2004-08-19 00:00:00.0000000,0,21582661,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1327,1327,True,459,459,.\WINDOWS\system32,fc.exe,.exe,14848,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5163024,2001-08-23 18:00:00.0000000,2004-08-19 22:43:05.5068272,2004-08-19 00:00:00.0000000,0,21584937,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1328,1328,True,459,459,.\WINDOWS\system32,fde.dll,.dll,117760,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5163024,2001-08-23 18:00:00.0000000,2004-08-19 22:43:06.4682096,2004-08-19 00:00:00.0000000,0,21780432,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1329,1329,True,459,459,.\WINDOWS\system32,fdeploy.dll,.dll,67072,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5163024,2001-08-23 18:00:00.0000000,2004-08-19 22:43:06.4982528,2004-08-19 00:00:00.0000000,0,21780461,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1330,1330,True,459,459,.\WINDOWS\system32,feclient.dll,.dll,18432,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5263168,2001-08-23 18:00:00.0000000,2004-08-19 22:43:06.5082672,2004-08-19 00:00:00.0000000,0,21594665,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1331,1331,True,459,459,.\WINDOWS\system32,filemgmt.dll,.dll,323072,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 23:05:15.7221888,2001-08-23 18:00:00.0000000,2004-08-19 22:43:06.6084112,2004-08-19 00:00:00.0000000,0,27044519,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1332,1332,True,459,459,.\WINDOWS\system32,find.exe,.exe,9216,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5263168,2001-08-23 18:00:00.0000000,2004-08-19 22:43:06.6785120,2004-08-19 00:00:00.0000000,0,21781594,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1333,1333,True,459,459,.\WINDOWS\system32,finger.exe,.exe,9216,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5363312,2001-08-23 18:00:00.0000000,2004-08-19 22:43:06.7285840,2004-08-19 00:00:00.0000000,0,21598333,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1334,1334,True,459,459,.\WINDOWS\system32,fixmapi.exe,.exe,3072,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 22:37:32.0974080,2001-08-23 18:00:00.0000000,2004-08-19 22:43:06.7886704,2004-08-19 00:00:00.0000000,0,21782779,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1335,1335,True,459,459,.\WINDOWS\system32,fldrclnr.dll,.dll,84992,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5363312,2001-08-23 18:00:00.0000000,2004-08-19 22:43:07.2893904,2004-08-19 00:00:00.0000000,0,21788905,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1336,1336,True,459,459,.\WINDOWS\system32,fmifs.dll,.dll,16384,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5363312,2001-08-23 18:00:00.0000000,2004-08-19 22:43:07.3695056,2004-08-19 00:00:00.0000000,0,21607863,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1337,1337,True,459,459,.\WINDOWS\system32,fontext.dll,.dll,361472,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5463456,2001-08-23 18:00:00.0000000,2004-08-19 22:43:07.5097072,2004-08-19 00:00:00.0000000,0,21790148,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1338,1338,True,459,459,.\WINDOWS\system32,fontsub.dll,.dll,79360,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5463456,2001-08-23 18:00:00.0000000,2004-08-19 22:43:07.5497648,2004-08-19 00:00:00.0000000,0,21790177,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1339,1339,True,459,459,.\WINDOWS\system32,fontview.exe,.exe,18944,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5463456,2001-08-23 18:00:00.0000000,2004-08-19 22:43:07.5597792,2004-08-19 00:00:00.0000000,0,21610139,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1340,1340,True,459,459,.\WINDOWS\system32,fsutil.exe,.exe,56320,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5563600,2001-08-23 18:00:00.0000000,2004-08-19 22:43:12.7272096,2004-08-19 00:00:00.0000000,0,21831969,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1341,1341,True,459,459,.\WINDOWS\system32,ftp.exe,.exe,40448,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5563600,2001-08-23 18:00:00.0000000,2004-08-19 22:43:13.5383760,2004-08-19 00:00:00.0000000,0,21852432,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1342,1342,True,459,459,.\WINDOWS\system32,ftsrch.dll,.dll,176128,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5663744,2001-08-23 18:00:00.0000000,2004-08-19 22:43:15.5412560,2004-08-19 00:00:00.0000000,0,21859701,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1343,1343,True,459,459,.\WINDOWS\system32,g711codc.ax,.ax,41472,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5663744,2001-08-23 18:00:00.0000000,2004-08-19 22:43:23.4125744,2004-08-19 00:00:00.0000000,0,21894068,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1344,1344,True,459,459,.\WINDOWS\system32,gcdef.dll,.dll,76800,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5663744,2001-08-23 18:00:00.0000000,2004-08-19 22:43:23.4626464,2004-08-19 00:00:00.0000000,0,21741587,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1345,1345,True,459,459,.\WINDOWS\system32,gdi.exe,.exe,24576,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:16.5663744,2001-08-23 18:00:00.0000000,2004-08-19 22:43:23.5027040,2004-08-19 00:00:00.0000000,0,21742337,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
