EntryNumber,SequenceNumber,InUse,ParentEntryNumber,ParentSequenceNumber,ParentPath,FileName,Extension,FileSize,ReferenceCount,ReparseTarget,IsDirectory,HasAds,IsAds,SI<FN,uSecZeros,Copied,SiFlags,NameType,Created0x10,Created0x30,LastModified0x10,LastModified0x30,LastRecordChange0x10,LastRecordChange0x30,LastAccess0x10,LastAccess0x30,UpdateSequenceNumber,LogfileSequenceNumber,SecurityId,ObjectIdFileDroid,LoggedUtilStream,ZoneIdContents,SourceFile,ResidentDataBase64,ResidentDataHex,ResidentDataASCII
1788,1788,True,459,459,.\WINDOWS\system32,pathping.exe,.exe,21504,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.2788368,2001-08-23 18:00:00.0000000,2004-08-19 22:46:04.3940544,2004-08-19 00:00:00.0000000,0,23568680,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1789,1789,True,459,459,.\WINDOWS\system32,pcl.sep,.sep,114,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.2888512,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9647458,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1790,1790,True,459,459,.\WINDOWS\system32,pdh.dll,.dll,250880,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.2888512,2001-08-23 18:00:00.0000000,2004-08-20 15:18:02.9793280,2004-08-19 00:00:00.0000000,0,29719523,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1791,1791,True,459,459,.\WINDOWS\system32,perfci.h,.h,427,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.2888512,2001-08-23 18:00:00.0000000,2004-08-19 22:27:04.7353056,2004-08-19 00:00:00.0000000,0,13866301,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1792,1792,True,459,459,.\WINDOWS\system32,perfci.ini,.ini,2891,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.2988656,2001-08-23 18:00:00.0000000,2004-08-19 22:27:04.9656368,2004-08-19 00:00:00.0000000,0,14221894,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1793,1793,True,459,459,.\WINDOWS\system32,perfctrs.dll,.dll,37376,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.2988656,2001-08-23 18:00:00.0000000,2004-08-19 22:57:57.6122176,2004-08-19 00:00:00.0000000,0,26911079,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1794,1794,True,459,459,.\WINDOWS\system32,perfd009.dat,.dat,28626,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.2988656,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9648348,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1795,1795,True,459,459,.\WINDOWS\system32,perfdisk.dll,.dll,23552,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.2988656,2001-08-23 18:00:00.0000000,2004-08-19 22:57:44.2530080,2004-08-19 00:00:00.0000000,0,26892345,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1796,1796,True,459,459,.\WINDOWS\system32,perffilt.h,.h,140,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3088800,2001-08-23 18:00:00.0000000,2004-08-19 22:27:04.9856656,2004-08-19 00:00:00.0000000,0,13903845,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1797,1797,True,459,459,.\WINDOWS\system32,perffilt.ini,.ini,1152,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3088800,2001-08-23 18:00:00.0000000,2004-08-19 22:27:05.2159968,2004-08-19 00:00:00.0000000,0,14221923,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1798,1798,True,459,459,.\WINDOWS\system32,perfi009.dat,.dat,272128,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3088800,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9648995,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1799,1799,True,459,459,.\WINDOWS\system32,perfmon.exe,.exe,14336,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3188944,2001-08-23 18:00:00.0000000,2004-08-19 22:46:05.3053648,2004-08-19 00:00:00.0000000,0,23888924,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1800,1800,True,459,459,.\WINDOWS\system32,perfmon.msc,.msc,58273,1,,False,False,False,False,True,False,ReadOnly,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 22:40:19.6984064,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,19106108,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1801,1801,True,459,459,.\WINDOWS\system32,perfnet.dll,.dll,16896,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3188944,2001-08-23 18:00:00.0000000,2004-08-19 22:57:44.4933536,2004-08-19 00:00:00.0000000,0,26892374,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1802,1802,True,459,459,.\WINDOWS\system32,perfnw.dll,.dll,5632,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3188944,2001-08-23 18:00:00.0000000,2004-08-19 22:46:05.3554368,2004-08-19 00:00:00.0000000,0,23889388,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1803,1803,True,459,459,.\WINDOWS\system32,perfos.dll,.dll,23040,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3188944,2001-08-23 18:00:00.0000000,2004-08-19 22:57:44.7437136,2004-08-19 00:00:00.0000000,0,26892403,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1804,1804,True,459,459,.\WINDOWS\system32,perfproc.dll,.dll,32256,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3289088,2001-08-23 18:00:00.0000000,2004-08-19 22:57:44.9840592,2004-08-19 00:00:00.0000000,0,26909730,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1805,1805,True,459,459,.\WINDOWS\system32,perfts.dll,.dll,12288,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3289088,2001-08-23 18:00:00.0000000,2004-08-19 22:57:58.4133696,2004-08-19 00:00:00.0000000,0,26911221,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1806,1806,True,459,459,.\WINDOWS\system32,perfwci.h,.h,435,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3289088,2001-08-23 18:00:00.0000000,2004-08-19 22:27:05.2260112,2004-08-19 00:00:00.0000000,0,13940826,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1807,1807,True,459,459,.\WINDOWS\system32,perfwci.ini,.ini,2732,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3289088,2001-08-23 18:00:00.0000000,2004-08-19 22:27:05.4563424,2004-08-19 00:00:00.0000000,0,14221952,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1808,1808,True,459,459,.\WINDOWS\system32,photowiz.dll,.dll,166912,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3389232,2001-08-23 18:00:00.0000000,2004-08-19 22:46:06.8676112,2004-08-19 00:00:00.0000000,0,23893169,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1809,1809,True,459,459,.\WINDOWS\system32,pid.dll,.dll,31744,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-17 22:36:28.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3389232,2001-08-23 18:00:00.0000000,2004-08-19 22:46:06.8876400,2004-08-19 00:00:00.0000000,0,23602583,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1810,1810,True,459,459,.\WINDOWS\system32,pidgen.dll,.dll,27136,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3389232,2001-08-23 18:00:00.0000000,2004-08-19 22:46:06.9076688,2004-08-19 00:00:00.0000000,0,26214664,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1811,1811,True,459,459,.\WINDOWS\system32,pifmgr.dll,.dll,35328,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3389232,2001-08-23 18:00:00.0000000,2004-08-19 22:46:06.9276976,2004-08-19 00:00:00.0000000,0,23893424,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1812,1812,True,459,459,.\WINDOWS\system32,ping.exe,.exe,14848,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3389232,2001-08-23 18:00:00.0000000,2004-08-25 15:23:53.2628448,2004-08-19 00:00:00.0000000,0,37844895,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1813,1813,True,459,459,.\WINDOWS\system32,ping6.exe,.exe,33280,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3489376,2001-08-23 18:00:00.0000000,2004-08-19 22:46:07.1580288,2004-08-19 00:00:00.0000000,0,23893525,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1814,1814,True,459,459,.\WINDOWS\system32,plugin.ocx,.ocx,68608,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3489376,2001-08-23 18:00:00.0000000,2004-08-27 15:18:01.9855088,2004-08-19 00:00:00.0000000,0,39219910,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1815,1815,True,459,459,.\WINDOWS\system32,plustab.dll,.dll,30720,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3489376,2001-08-23 18:00:00.0000000,2004-08-19 22:46:10.2825216,2004-08-19 00:00:00.0000000,0,24009954,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1816,1816,True,459,459,.\WINDOWS\system32,pmspl.dll,.dll,46592,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3589520,2001-08-23 18:00:00.0000000,2004-08-19 22:46:11.2439040,2004-08-19 00:00:00.0000000,0,24010674,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1817,1817,True,459,459,.\WINDOWS\system32,pngfilt.dll,.dll,30208,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3589520,2001-08-23 18:00:00.0000000,2004-08-27 15:17:02.1294400,2004-08-19 00:00:00.0000000,0,39211192,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1818,1818,True,459,459,.\WINDOWS\system32,polstore.dll,.dll,87552,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3589520,2001-08-23 18:00:00.0000000,2004-08-19 22:46:13.1666688,2004-08-19 00:00:00.0000000,0,24012851,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1819,1819,True,459,459,.\WINDOWS\system32,powercfg.cpl,.cpl,109056,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 23:05:50.1617104,2001-08-23 18:00:00.0000000,2004-08-19 23:05:43.4921200,2004-08-19 00:00:00.0000000,0,27084787,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1820,1820,True,459,459,.\WINDOWS\system32,prflbmsg.dll,.dll,16384,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3689664,2001-08-23 18:00:00.0000000,2004-08-19 22:46:13.3869856,2004-08-19 00:00:00.0000000,0,24017529,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1821,1821,True,459,459,.\WINDOWS\system32,print.exe,.exe,9216,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3689664,2001-08-23 18:00:00.0000000,2004-08-19 22:46:13.3970000,2004-08-19 00:00:00.0000000,0,24017558,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1822,1822,True,459,459,.\WINDOWS\system32,prncnfg.vbs,.vbs,35755,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3689664,2001-08-23 18:00:00.0000000,2004-08-19 22:46:13.6273312,2004-08-19 00:00:00.0000000,0,24019419,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1823,1823,True,459,459,.\WINDOWS\system32,prndrvr.vbs,.vbs,25415,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3689664,2001-08-23 18:00:00.0000000,2004-08-19 22:46:13.9077344,2004-08-19 00:00:00.0000000,0,24019448,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1824,1824,True,459,459,.\WINDOWS\system32,prnjobs.vbs,.vbs,21527,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3789808,2001-08-23 18:00:00.0000000,2004-08-19 22:46:13.9377776,2004-08-19 00:00:00.0000000,0,24019485,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1825,1825,True,459,459,.\WINDOWS\system32,prnmngr.vbs,.vbs,32546,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3789808,2001-08-23 18:00:00.0000000,2004-08-19 22:46:13.9477920,2004-08-19 00:00:00.0000000,0,23665160,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1826,1826,True,459,459,.\WINDOWS\system32,prnport.vbs,.vbs,29454,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3789808,2001-08-23 18:00:00.0000000,2004-08-19 22:46:13.9978640,2004-08-19 00:00:00.0000000,0,24019978,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1827,1827,True,459,459,.\WINDOWS\system32,prnqctl.vbs,.vbs,15860,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3789808,2001-08-23 18:00:00.0000000,2004-08-19 22:46:14.0078784,2004-08-19 00:00:00.0000000,0,24020068,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1828,1828,True,459,459,.\WINDOWS\system32,prodspec.ini,.ini,343,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3889952,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9653373,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1829,1829,True,459,459,.\WINDOWS\system32,progman.exe,.exe,205824,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3889952,2001-08-23 18:00:00.0000000,2004-08-19 22:46:14.2782672,2004-08-19 00:00:00.0000000,0,24022329,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1830,1830,True,459,459,.\WINDOWS\system32,proquota.exe,.exe,45056,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3889952,2001-08-23 18:00:00.0000000,2004-08-19 22:46:14.3083104,2004-08-19 00:00:00.0000000,0,24022358,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1831,1831,True,459,459,.\WINDOWS\system32,proxycfg.exe,.exe,23040,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3990096,2001-08-23 18:00:00.0000000,2004-08-19 22:46:14.5586704,2004-08-19 00:00:00.0000000,0,24022422,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1832,1832,True,459,459,.\WINDOWS\system32,pschdcnt.h,.h,3010,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3990096,2001-08-23 18:00:00.0000000,2004-08-19 22:20:43.1766512,2004-08-19 00:00:00.0000000,0,11263074,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1833,1833,True,459,459,.\WINDOWS\system32,pschdprf.dll,.dll,10752,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.3990096,2001-08-23 18:00:00.0000000,2004-08-19 22:57:48.3188544,2004-08-19 00:00:00.0000000,0,26909788,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1834,1834,True,459,459,.\WINDOWS\system32,pschdprf.ini,.ini,6877,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4090240,2001-08-23 18:00:00.0000000,2004-08-19 22:20:43.5271552,2004-08-19 00:00:00.0000000,0,13214845,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1835,1835,True,459,459,.\WINDOWS\system32,pscript.sep,.sep,51,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4090240,2001-08-23 18:00:00.0000000,2004-08-19 00:00:00.0000000,,0,9654625,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1836,1836,True,459,459,.\WINDOWS\system32,psnppagn.dll,.dll,8192,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4090240,2001-08-23 18:00:00.0000000,2004-08-19 22:46:14.9892896,2004-08-19 00:00:00.0000000,0,24022743,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1837,1837,True,459,459,.\WINDOWS\system32,pubprn.vbs,.vbs,3708,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4190384,2001-08-23 18:00:00.0000000,2004-08-19 22:46:15.1395056,2004-08-19 00:00:00.0000000,0,24022801,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1838,1838,True,459,459,.\WINDOWS\system32,qasf.dll,.dll,152576,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4190384,2001-08-23 18:00:00.0000000,2004-08-19 22:46:15.9206288,2004-08-19 00:00:00.0000000,0,24022865,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1839,1839,True,459,459,.\WINDOWS\system32,qcap.dll,.dll,184832,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4190384,2001-08-23 18:00:00.0000000,2004-08-19 22:46:16.0107584,2004-08-19 00:00:00.0000000,0,24023358,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1840,1840,True,459,459,.\WINDOWS\system32,qdv.dll,.dll,266752,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4190384,2001-08-23 18:00:00.0000000,2004-08-19 22:46:16.1209168,2004-08-19 00:00:00.0000000,0,24023387,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1841,1841,True,459,459,.\WINDOWS\system32,qdvd.dll,.dll,356352,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4290528,2001-08-23 18:00:00.0000000,2004-08-19 22:46:16.2010320,2004-08-19 00:00:00.0000000,0,24024545,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1842,1842,True,459,459,.\WINDOWS\system32,qedit.dll,.dll,511488,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4290528,2001-08-23 18:00:00.0000000,2004-08-19 22:46:16.3312192,2004-08-19 00:00:00.0000000,0,24029890,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1843,1843,True,459,459,.\WINDOWS\system32,qedwipes.dll,.dll,734208,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4290528,2001-08-23 18:00:00.0000000,2004-08-19 22:46:16.5415216,2004-08-19 00:00:00.0000000,0,24030145,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1844,1844,True,459,459,.\WINDOWS\system32,qosname.dll,.dll,8192,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4290528,2001-08-23 18:00:00.0000000,2004-08-19 22:46:17.0722848,2004-08-19 00:00:00.0000000,0,23706538,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1845,1845,True,459,459,.\WINDOWS\system32,rasautou.exe,.exe,11776,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4590960,2001-08-23 18:00:00.0000000,2004-08-19 22:46:22.8606080,2004-08-19 00:00:00.0000000,0,24060354,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1846,1846,True,459,459,.\WINDOWS\system32,rasctrnm.h,.h,1818,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4691104,2001-08-23 18:00:00.0000000,2004-08-19 22:21:57.2531680,2004-08-19 00:00:00.0000000,0,11500626,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1847,1847,True,459,459,.\WINDOWS\system32,rasctrs.dll,.dll,11776,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4691104,2001-08-23 18:00:00.0000000,2004-08-19 22:57:51.7237504,2004-08-19 00:00:00.0000000,0,26910269,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1848,1848,True,459,459,.\WINDOWS\system32,rasctrs.ini,.ini,3458,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4691104,2001-08-23 18:00:00.0000000,2004-08-19 22:21:57.5636144,2004-08-19 00:00:00.0000000,0,13270024,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1849,1849,True,459,459,.\WINDOWS\system32,rasdial.exe,.exe,11264,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4691104,2001-08-23 18:00:00.0000000,2004-08-19 22:46:23.2211264,2004-08-19 00:00:00.0000000,0,24060383,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1850,1850,True,459,459,.\WINDOWS\system32,rasdlg.dll,.dll,630784,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4791248,2001-08-23 18:00:00.0000000,2004-08-27 15:08:46.9073456,2004-08-19 00:00:00.0000000,0,38079111,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
1851,1851,True,459,459,.\WINDOWS\system32,rasmans.dll,.dll,159744,1,,False,False,False,False,True,False,Archive,DosWindows,2001-08-23 18:00:00.0000000,,2001-08-23 18:00:00.0000000,,2004-08-19 17:02:18.4791248,2001-08-23 18:00:00.0000000,2004-08-27 15:08:44.9545376,2004-08-19 00:00:00.0000000,0,38077997,0,,,,/evidence/windows-ntfs-mft-nist/nist-hacking-case.mft,,,
